H	C102350238-017	2026/01/01	2026/03/31	AHIG	氏名 名前1	ual-nmht	ユニアデックス株式会社	AHIG	ual-nmht	1	1	1	1	1	1	1	1	1	6:30	9:00	16:30	12:00	60						0:00
D	2026/02/01															
D	2026/02/19	1	9:00	17:30	1:00		*[AM：テレワーク(場所：自宅) PM：KDX出社]	0	7:30	7:30						4
D	2026/02/20	1	9:00	17:30	1:00			0	7:30	7:30						1
D	2026/02/21															
D	2026/02/22															
D	2026/02/23															
D	2026/02/24	2						0							7:30	
D	2026/02/25	2						0							7:30	
D	2026/02/26	2						0							7:30	
D	2026/02/27	2						0							7:30	
D	2026/02/28															
H	C100774796-042	2026/01/01	2026/03/31	AITO	氏名 名前3	ual-nmht	ユニアデックス株式会社	AITO	ual-nmht	1	1	1	1	1	0	0	0	0	7:30	9:00	17:30	12:00	60						0:00
D	2026/02/01															
D	2026/02/02	1	9:00	18:00	1:00		*[KDX出社]	0	8:00	7:30	0:30					1
D	2026/02/03	1	9:00	17:30	1:00		*[テレワーク、場所：自宅]	0	7:30	7:30						2
D	2026/02/04	1	9:00	17:30	1:00		*[テレワーク、場所：自宅]	0	7:30	7:30						2
D	2026/02/05	1	9:00	18:00	1:00		*[テレワーク、場所：自宅]	0	8:00	7:30	0:30					2
D	2026/02/06	1	9:00	17:30	1:00		*[テレワーク、場所：自宅]	0	7:30	7:30						2
D	2026/02/07															
D	2026/02/08															
D	2026/02/09	1	9:30	19:00	1:30		*[KDX出社のため時差出勤]	0	8:00	7:30	0:30					1
D	2026/02/10	1	9:00	19:00	1:30		*[テレワーク、場所：自宅]	0	8:30	7:30	0:30	0:30				2
D	2026/02/11															
D	2026/02/12	1	9:00	19:00	1:30		*[テレワーク、場所：自宅]	0	8:30	7:30	0:30	0:30				2
D	2026/02/13	1	9:00	18:00	1:00		*[テレワーク、場所：自宅]	0	8:00	7:30	0:30					2
D	2026/02/14															
D	2026/02/15	3	21:00	23:00			*[監視障害により、リモートでお客様と対応したため。]	0	2:00				1:00	2:00		2
D	2026/02/16	1	13:00	17:30			*[2/15障害対応に伴い、午前休 テレワーク、場所：自宅]	0	4:30	4:30						2
D	2026/02/17	1	9:00	17:30	1:00		*[テレワーク、場所：自宅]	0	7:30	7:30						2
D	2026/02/18	1	9:00	19:00	1:30		*[テレワーク、場所：自宅]	0	8:30	7:30	0:30	0:30				2
D	2026/02/19	1	9:00	17:30	1:00		*[テレワーク、場所：自宅]	0	7:30	7:30						2
D	2026/02/20	1	10:00	18:30	1:00		*[KDX出社のため時差出勤]	0	7:30	7:30						1
D	2026/02/21	3	9:30	21:00	4:30		*[お客様リモート設定変更作業のため 11:30～12:30に休憩、13:00に終了 16:30に障害連絡があり、21:00まで対応]	0	7:00					7:00		2
D	2026/02/22															
D	2026/02/23	3	10:30	16:00	1:30		*[お客様拠点追加に伴うリモート作業のため 12:00～13:30まで休憩]	0	4:00					4:00		2
D	2026/02/24	2					*[2/21・23作業の振休]	0							7:30	
D	2026/02/25	1	9:00	19:00	1:30		*[テレワーク、場所：自宅]	0	8:30	7:30	0:30	0:30				2
D	2026/02/26	1	9:00	17:30	1:00		*[テレワーク、場所：自宅]	0	7:30	7:30						2
D	2026/02/27	1	9:00	16:30	1:00		*[テレワーク、場所：自宅 体調不良により、16:30早退]	0	6:30	6:30						2
D	2026/02/28															
